timestamp,amount,sender,receiver,transaction_type,is_anomaly
2024-06-30 16:03:01.261543,89.7218341969382,0x8729040216b851e64ebeaa07a07454358acbb887,0x5a582235c030d0c11f4345ab223254dcd062f8d5,transfer,False
2024-09-24 16:03:01.261651,47.547808463273654,0x8f8cf6fbde1a7508dcc7358c19c827831cdc6a51,0x12ca93a97e83e2e8dc5196068dc8c52899842ff2,exchange,False
2024-07-19 16:03:01.261680,21.82755486302751,0x73fed5186444f6dfb221f8933842f2bd9cececa9,0x690bb0aed9616e08506d4613cf97f7b48208be6c,transfer,False
2024-07-07 16:03:01.261702,48.223806973368774,0x96dd797252173b7896d96a095012c7cdbd71e869,0x1f109015b3e29484480b886c0f60cbee57e73813,exchange,False
2024-04-06 16:03:01.261725,34.141908366630645,0x60e654d1ccfbc07149d1f42331fce052bc88f7be,0xa0b4e92103c95829521e98936b956df6ad7827c5,transfer,False
2024-05-07 16:03:01.261746,93.93095993001131,0x3c214d42d7b2b46d16eaa3c4190785d443b1170c,0xc1ee9eea3c190012d7b819b8f112d889c1770b5e,payment,False
2024-08-27 16:03:01.261765,4.004629181346146,0xe8d37d59890c9a0a93807501a99632ace321eae6,0x6cd35d8a28f2e23fbfcd39cd0f8a009214ee681b,exchange,False
2024-08-17 16:03:01.261783,141.22716346855435,0x8eb51251eb363f3f53ddf07ce91b96cbcc97943b,0x32bc0ee9802935956343565be91737e9e4b70955,exchange,False
2024-01-18 16:03:01.261800,35.58605813828786,0x6a98891c1ecde1b4ee1198d2b7d448aa79d2dab3,0xd1f071483afcfb8607934fe8f04c30aaab90c3b3,payment,False
2024-04-23 16:03:01.261819,25.98691553981526,0x0274f5087ae5a4cb16ca530395270a4de1735a63,0x2182926011ff38358cfd3c947c251e688b6c8752,payment,False
2023-11-30 16:03:01.261837,58.41240050381755,0x11d8327d72140d305fae0055187ac0e4cfdf7497,0x69905304f01be77ffa41237c9a5e75a39079a266,transfer,False
2024-06-06 16:03:01.261854,13.134624221550554,0x9abc2866db5e3c4c7d571e67bccb5591fa78dfa3,0x001fc7fb716d90c19ee59d3ccbf5be354e342bdc,transfer,False
2024-05-01 16:03:01.261871,17.27061362123908,0xebe2b572f1b4bfd314b822469f2fd9e19b4305d8,0x66f84f44e775f173c2aefcd321e5a7b31245f2c0,payment,False
2024-07-18 16:03:01.261888,79.4953093748707,0x622241b4231801d546fb2a54bf346dd17b1c5d86,0x680871a7929188c07fda8af0d121af0d44b087a9,payment,False
2024-08-23 16:03:01.261905,29.95649462278619,0xde0648062255cc8a2468ad246f60769d00c30f09,0x2d10d3478e8fb2ef9cbea11198e2b1ce4dde14d9,payment,False
